shipment_id,shipment_date,carrier,origin,destination,region,shipping_mode,priority,weight,distance,shipping_cost,promised_delivery_days,actual_delivery_days,delivery_status,is_delayed
SHP100224,2025-05-02,BlueDart,Chennai,Jaipur,East,Road,Express,1.81,1945,1057.74,6,12,Delayed,1
SHP100225,2025-05-03,DHL,Hyderabad,Kochi,East,Road,Express,9.51,1549,1054.82,6,7,Delivered,0
SHP100226,2025-05-03,DHL,Bengaluru,Ahmedabad,West,Air,Express,13.72,457,1211.9,4,5,Delivered,0
SHP100227,2025-05-04,FedEx,Delhi,Kochi,East,Road,Standard,5.26,1760,1047.47,7,7,Delivered,0
SHP100228,2025-05-04,FedEx,Hyderabad,Pune,North,Rail,Express,6.62,1154,1011.31,7,7,Delivered,0
SHP100229,2025-05-05,UPS,Kolkata,Jaipur,East,Road,Express,5.93,321,427.35,4,8,Delayed,1
SHP100230,2025-05-05,BlueDart,Kolkata,Pune,Central,Air,Standard,6.12,999,1309.42,4,4,Delivered,0
SHP100231,2025-05-06,FedEx,Mumbai,Ahmedabad,East,Air,Standard,11.53,1666,1779.91,4,4,Delivered,0
SHP100232,2025-05-07,DHL,Chennai,Ahmedabad,South,Air,Standard,19.18,2393,2085.13,5,12,Delayed,1
SHP100233,2025-05-07,BlueDart,Delhi,Lucknow,North,Road,Standard,15.82,1351,1210.59,5,5,Delivered,0
SHP100234,2025-05-08,BlueDart,Hyderabad,Pune,South,Rail,High,4.61,149,494.01,7,7,Delivered,0
SHP100235,2025-05-08,DHL,Chennai,Kochi,South,Air,Standard,8.08,2184,1713.81,4,4,Delivered,0
SHP100236,2025-05-09,FedEx,Mumbai,Pune,Central,Air,Express,3.66,1485,1454.7,4,4,Delivered,0
SHP100237,2025-05-09,DHL,Bengaluru,Jaipur,North,Air,Standard,3.96,2166,1665.19,4,5,Delivered,0
SHP100238,2025-05-10,BlueDart,Chennai,Ahmedabad,North,Sea,Standard,6.42,2087,1177.7,12,11,Delivered,0
SHP100239,2025-05-10,Delhivery,Mumbai,Ahmedabad,North,Air,Standard,3.87,880,1128.3,2,3,Delivered,0
SHP100240,2025-05-11,Delhivery,Delhi,Pune,North,Rail,Standard,4.33,1121,813.36,8,9,Delivered,0
SHP100241,2025-05-11,UPS,Bengaluru,Pune,North,Road,Standard,7.95,904,747.19,5,6,Delivered,0
SHP100242,2025-05-12,DHL,Kolkata,Thiruvananthapuram,Central,Road,Standard,9.43,835,814.23,5,5,Delivered,0
SHP100243,2025-05-13,DHL,Mumbai,Pune,East,Air,Standard,9.26,2479,1993.44,5,5,Delivered,0
SHP100244,2025-05-13,UPS,Kolkata,Thiruvananthapuram,South,Air,Standard,9.32,2075,1812.12,4,4,Delivered,0
SHP100245,2025-05-14,UPS,Bengaluru,Jaipur,North,Road,Standard,2.42,1919,1087.87,5,10,Delayed,1
SHP100246,2025-05-14,UPS,Mumbai,Jaipur,East,Rail,Standard,3.72,1401,837.15,8,8,Delivered,0
SHP100247,2025-05-15,BlueDart,Mumbai,Kochi,East,Road,Standard,6.92,2410,1457.9,6,7,Delivered,0
SHP100248,2025-05-15,DHL,Bengaluru,Pune,South,Road,High,13.32,1689,1324.47,6,7,Delivered,0
SHP100249,2025-05-16,BlueDart,Delhi,Kochi,Central,Air,Standard,25.81,189,1424.65,3,3,Delivered,0
SHP100250,2025-05-16,UPS,Mumbai,Lucknow,West,Sea,Express,8.3,1096,788.72,12,12,Delivered,0
SHP100251,2025-05-17,DHL,Bengaluru,Jaipur,West,Rail,Standard,10.83,2041,1321.09,8,11,Delayed,1
SHP100252,2025-05-17,BlueDart,Chennai,Ahmedabad,East,Air,Express,2.2,1849,1413.39,4,6,Delivered,0
SHP100253,2025-05-18,BlueDart,Kolkata,Thiruvananthapuram,South,Sea,Standard,10.64,104,450.81,11,17,Delayed,1
SHP100254,2025-05-19,UPS,Mumbai,Lucknow,West,Road,High,21.64,922,1302.66,5,5,Delayed,1
SHP100255,2025-05-19,DHL,Chennai,Ahmedabad,East,Road,Standard,3.71,817,597.98,6,11,Delayed,1
SHP100256,2025-05-20,UPS,Mumbai,Lucknow,Central,Road,Express,4.44,2184,1255.11,7,7,Delivered,0
SHP100257,2025-05-20,DHL,Delhi,Kochi,West,Rail,Standard,11.77,259,669.7,7,7,Delivered,0
SHP100258,2025-05-21,Delhivery,Bengaluru,Kochi,East,Road,Standard,6.86,311,475.61,3,3,Delivered,0
SHP100259,2025-05-21,FedEx,Mumbai,Thiruvananthapuram,East,Air,Express,1.18,1997,1482.36,4,5,Delivered,0
SHP100260,2025-05-22,FedEx,Bengaluru,Jaipur,North,Road,Standard,4.65,422,566.58,6,6,Delivered,0
SHP100261,2025-05-22,FedEx,Hyderabad,Thiruvananthapuram,Central,Sea,Standard,16.35,556,867.21,10,12,Delivered,0
SHP100262,2025-05-23,UPS,Mumbai,Ahmedabad,North,Air,Standard,5.49,1902,1642.94,4,3,Delivered,0
SHP100263,2025-05-23,Delhivery,Delhi,Lucknow,South,Road,Express,5.48,534,668.71,6,6,Delivered,0
SHP100264,2025-05-24,DHL,Delhi,Thiruvananthapuram,North,Road,High,11.29,1335,1132.43,6,5,Delivered,0
SHP100265,2025-05-25,BlueDart,Chennai,Pune,North,Road,Standard,8.5,368,472.11,4,4,Delivered,0
SHP100266,2025-05-25,DHL,Delhi,Pune,West,Road,Express,5.27,1316,920.3,5,7,Delivered,0
SHP100267,2025-05-26,BlueDart,Bengaluru,Jaipur,East,Sea,Standard,4.22,2385,1193.47,12,12,Delivered,0
SHP100268,2025-05-26,DHL,Hyderabad,Thiruvananthapuram,Central,Air,Standard,33.42,609,2081.94,3,3,Delivered,0
SHP100269,2025-05-27,Delhivery,Delhi,Ahmedabad,North,Air,High,14.68,2356,2117.23,5,5,Delivered,0
SHP100270,2025-05-27,BlueDart,Mumbai,Pune,Central,Air,High,9.32,675,1169.92,3,4,Delivered,0
SHP100271,2025-05-28,UPS,Delhi,Jaipur,North,Rail,Express,9.72,514,746.58,7,7,Delivered,0
SHP100272,2025-05-28,DHL,Hyderabad,Thiruvananthapuram,South,Road,Standard,6.15,961,786.78,5,6,Delivered,0
SHP100273,2025-05-29,DHL,Bengaluru,Jaipur,North,Air,Standard,8.43,1861,1561.12,4,5,Delivered,0
SHP100274,2025-05-29,BlueDart,Mumbai,Ahmedabad,West,Rail,Standard,5.69,481,624.51,6,6,Delivered,0
SHP100275,2025-05-30,UPS,Chennai,Pune,East,Rail,Standard,3.45,2215,1192.31,8,14,Delayed,1
SHP100276,2025-05-31,UPS,Chennai,Pune,South,Rail,Standard,8.65,1645,1247.14,8,9,Delivered,0
SHP100277,2025-05-31,Delhivery,Chennai,Pune,North,Sea,Express,5.35,388,425.45,10,9,Delivered,0
SHP100278,2025-06-01,UPS,Mumbai,Kochi,Central,Air,High,8.96,422,1194.71,4,6,Delivered,0
SHP100279,2025-06-01,UPS,Chennai,Pune,South,Rail,Standard,10.09,515,748.92,8,10,Delivered,0
SHP100280,2025-06-02,UPS,Delhi,Lucknow,South,Road,Standard,9.27,256,652.35,4,4,Delivered,0
SHP100281,2025-06-02,FedEx,Mumbai,Kochi,North,Rail,Express,3.23,218,340.49,5,5,Delivered,0
SHP100282,2025-06-03,Delhivery,Mumbai,Thiruvananthapuram,South,Road,Standard,4.93,273,477.13,5,6,Delivered,0
SHP100283,2025-06-03,DHL,Mumbai,Kochi,Central,Rail,Express,5.42,1264,763.48,8,7,Delivered,0
SHP100284,2025-06-04,BlueDart,Kolkata,Kochi,South,Road,Standard,12.6,1022,1003.55,5,5,Delivered,0
SHP100285,2025-06-04,DHL,Bengaluru,Kochi,Central,Air,Standard,12.18,604,1169.52,3,2,Delivered,0
SHP100286,2025-06-05,Delhivery,Kolkata,Jaipur,North,Road,High,3.89,1704,940.15,7,8,Delivered,0
SHP100287,2025-06-06,BlueDart,Kolkata,Lucknow,East,Sea,Standard,2.37,2337,1095.02,12,13,Delivered,0
SHP100288,2025-06-06,Delhivery,Kolkata,Ahmedabad,South,Sea,Standard,26.56,820,1340.55,11,11,Delivered,0
SHP100289,2025-06-07,UPS,Bengaluru,Pune,East,Air,Standard,9.03,941,1303.86,3,4,Delivered,0
SHP100290,2025-06-07,BlueDart,Kolkata,Kochi,Central,Air,High,2.11,1033,1133.58,3,4,Delivered,0
SHP100291,2025-06-08,UPS,Chennai,Ahmedabad,South,Air,Express,4.39,1382,1338.7,3,3,Delivered,0
SHP100292,2025-06-08,DHL,Mumbai,Jaipur,West,Road,Standard,12.94,1354,1238.41,5,8,Delayed,1
SHP100293,2025-06-09,DHL,Mumbai,Ahmedabad,East,Rail,Standard,22.67,1823,1671.38,9,13,Delayed,1
SHP100294,2025-06-09,BlueDart,Delhi,Kochi,South,Air,Express,20.39,2267,2252.04,4,5,Delivered,0
SHP100295,2025-06-10,BlueDart,Hyderabad,Thiruvananthapuram,East,Road,Standard,8.78,871,786.86,5,5,Delivered,0
SHP100296,2025-06-10,Delhivery,Chennai,Lucknow,South,Rail,Express,6.75,625,738.96,7,9,Delivered,0
SHP100297,2025-06-11,Delhivery,Bengaluru,Ahmedabad,North,Road,Standard,2.99,1924,1169.47,6,6,Delivered,0
SHP100298,2025-06-12,UPS,Hyderabad,Kochi,East,Road,Standard,7.15,1096,866.54,5,5,Delivered,0
SHP100299,2025-06-12,BlueDart,Mumbai,Kochi,West,Road,Express,3.32,2007,1088.28,7,7,Delayed,1
SHP100300,2025-06-13,DHL,Kolkata,Pune,West,Road,Standard,4.97,1633,911.78,5,5,Delivered,0
SHP100301,2025-06-13,Delhivery,Delhi,Thiruvananthapuram,Central,Air,Express,11.76,136,1002.64,3,3,Delivered,0
SHP100302,2025-06-14,Delhivery,Delhi,Pune,South,Road,Standard,5.67,2239,1150.12,6,8,Delivered,0
SHP100303,2025-06-14,DHL,Mumbai,Thiruvananthapuram,East,Road,Standard,5.4,84,324.34,4,4,Delivered,0
SHP100304,2025-06-15,Delhivery,Chennai,Lucknow,Central,Rail,High,6.5,1517,1050.13,8,7,Delivered,0
SHP100305,2025-06-15,UPS,Hyderabad,Pune,East,Road,Standard,28.99,1442,1709.79,6,7,Delivered,0
SHP100306,2025-06-16,BlueDart,Delhi,Lucknow,South,Rail,Express,2.73,1900,1227.99,7,9,Delivered,0
SHP100307,2025-06-16,DHL,Mumbai,Jaipur,West,Air,Standard,8.17,1362,1437.51,4,5,Delivered,0
SHP100308,2025-06-17,BlueDart,Chennai,Jaipur,North,Road,Express,19.27,2217,1696.34,7,7,Delivered,0
SHP100309,2025-06-18,Delhivery,Mumbai,Thiruvananthapuram,West,Air,Express,6.48,1353,1480.01,4,4,Delivered,0
SHP100310,2025-06-18,Delhivery,Mumbai,Thiruvananthapuram,Central,Air,Standard,14.5,1211,1467.73,3,3,Delivered,0
SHP100311,2025-06-19,DHL,Chennai,Pune,North,Road,Express,2.24,747,461.7,5,6,Delivered,0
SHP100312,2025-06-19,UPS,Chennai,Jaipur,Central,Sea,Express,5.81,1361,904.01,11,13,Delivered,0
SHP100313,2025-06-20,FedEx,Chennai,Ahmedabad,South,Air,Standard,3.61,1076,1183.76,4,5,Delivered,0
SHP100314,2025-06-20,DHL,Mumbai,Ahmedabad,North,Road,Standard,6.43,2006,1216.21,6,10,Delayed,1
SHP100315,2025-06-21,FedEx,Delhi,Ahmedabad,Central,Rail,Standard,6.53,361,474.98,7,8,Delivered,0
SHP100316,2025-06-21,FedEx,Bengaluru,Jaipur,South,Air,Standard,7.01,1307,1420.04,3,2,Delivered,0
SHP100317,2025-06-22,UPS,Bengaluru,Ahmedabad,West,Road,Standard,11.69,2143,1397.58,5,5,Delivered,0
SHP100318,2025-06-22,FedEx,Mumbai,Lucknow,South,Road,Standard,0.8,1015,636.99,5,5,Delivered,0
SHP100319,2025-06-23,FedEx,Mumbai,Kochi,East,Road,Standard,4.24,333,374.45,6,12,Delayed,1
SHP100320,2025-06-24,UPS,Delhi,Thiruvananthapuram,South,Air,Express,7.8,1291,1409.05,3,3,Delivered,0
SHP100321,2025-06-24,FedEx,Chennai,Pune,South,Road,Standard,1.24,408,532.78,4,5,Delivered,0
SHP100322,2025-06-25,FedEx,Mumbai,Lucknow,East,Rail,High,10.17,1500,1105.69,8,10,Delivered,0
SHP100323,2025-06-25,FedEx,Kolkata,Ahmedabad,Central,Road,Standard,4.18,1620,984.94,6,6,Delayed,1
SHP100324,2025-06-26,DHL,Chennai,Kochi,Central,Air,Standard,5.89,1272,1338.54,3,5,Delivered,0
SHP100325,2025-06-26,DHL,Mumbai,Pune,South,Rail,Express,12.03,1796,1331.5,9,11,Delivered,0
SHP100326,2025-06-27,DHL,Kolkata,Lucknow,East,Air,Standard,14.92,2493,2187.27,4,5,Delivered,0
SHP100327,2025-06-27,UPS,Hyderabad,Pune,East,Road,Standard,10.37,1281,1067.87,5,5,Delivered,0
SHP100328,2025-06-28,Delhivery,Delhi,Thiruvananthapuram,West,Air,Standard,2.66,734,1042.95,3,4,Delivered,0
SHP100329,2025-06-28,FedEx,Kolkata,Jaipur,Central,Sea,Standard,10.04,1465,1023.92,11,12,Delivered,0
SHP100330,2025-06-29,FedEx,Mumbai,Ahmedabad,North,Road,Standard,10.48,839,874.76,5,5,Delivered,0
SHP100331,2025-06-30,UPS,Bengaluru,Lucknow,Central,Road,High,9.17,1878,1247.22,5,5,Delivered,0
SHP100332,2025-06-30,FedEx,Mumbai,Lucknow,Central,Air,Standard,16.46,1143,1509.91,5,6,Delivered,0
SHP100333,2025-07-01,DHL,Bengaluru,Kochi,West,Road,High,7.14,495,800.52,5,6,Delivered,0
SHP100334,2025-07-01,Delhivery,Delhi,Kochi,North,Rail,Express,16.07,334,885.49,7,6,Delivered,0
SHP100335,2025-07-02,BlueDart,Delhi,Kochi,West,Sea,Standard,16.0,1246,1066.77,11,15,Delayed,1
SHP100336,2025-07-02,FedEx,Chennai,Pune,North,Road,Standard,10.67,1956,1359.06,6,8,Delayed,1
SHP100337,2025-07-03,DHL,Chennai,Ahmedabad,South,Road,Express,8.26,979,761.27,5,6,Delivered,0
SHP100338,2025-07-03,BlueDart,Bengaluru,Pune,North,Road,High,9.21,2138,1338.09,6,6,Delivered,0
SHP100339,2025-07-04,Delhivery,Bengaluru,Ahmedabad,West,Rail,Standard,18.7,105,718.76,7,7,Delivered,0
SHP100340,2025-07-04,BlueDart,Delhi,Lucknow,Central,Road,Standard,13.31,500,812.34,5,5,Delivered,0
SHP100341,2025-07-05,DHL,Kolkata,Pune,North,Road,Standard,2.94,1324,719.47,6,5,Delivered,0
SHP100342,2025-07-06,BlueDart,Bengaluru,Pune,North,Road,Standard,8.83,1956,1311.27,6,5,Delivered,0
SHP100343,2025-07-06,UPS,Bengaluru,Pune,East,Road,Standard,3.46,1340,901.28,5,6,Delivered,0
SHP100344,2025-07-07,BlueDart,Kolkata,Jaipur,Central,Air,Express,4.08,2364,1695.55,4,8,Delayed,1
SHP100345,2025-07-07,FedEx,Chennai,Thiruvananthapuram,South,Road,Standard,5.12,1088,812.06,5,5,Delivered,0
SHP100346,2025-07-08,FedEx,Chennai,Ahmedabad,West,Road,Express,2.05,298,309.16,3,4,Delivered,0
SHP100347,2025-07-08,UPS,Bengaluru,Ahmedabad,South,Rail,Express,3.28,1590,988.58,8,8,Delivered,0
SHP100348,2025-07-09,DHL,Chennai,Pune,Central,Air,Standard,17.02,2039,1982.82,4,4,Delivered,0
SHP100349,2025-07-09,FedEx,Chennai,Jaipur,North,Road,Standard,4.07,742,677.11,5,6,Delivered,0
SHP100350,2025-07-10,Delhivery,Hyderabad,Pune,North,Road,Express,11.73,1069,877.53,5,7,Delivered,0
SHP100351,2025-07-10,FedEx,Chennai,Ahmedabad,Central,Road,Express,7.59,268,465.09,5,5,Delivered,0
SHP100352,2025-07-11,FedEx,Delhi,Thiruvananthapuram,North,Air,Express,9.75,334,1004.66,4,3,Delivered,0
SHP100353,2025-07-12,DHL,Mumbai,Thiruvananthapuram,North,Road,Standard,10.03,147,576.93,5,11,Delayed,1
SHP100354,2025-07-12,BlueDart,Bengaluru,Lucknow,North,Road,Standard,3.17,695,612.2,5,5,Delivered,0
SHP100355,2025-07-13,FedEx,Bengaluru,Jaipur,West,Road,Standard,11.69,2463,1608.18,6,6,Delivered,0
SHP100356,2025-07-13,UPS,Delhi,Thiruvananthapuram,West,Road,Standard,2.43,953,622.39,6,6,Delivered,0
SHP100357,2025-07-14,BlueDart,Mumbai,Jaipur,East,Road,Express,3.94,2427,1129.76,6,5,Delivered,0
SHP100358,2025-07-14,Delhivery,Mumbai,Pune,South,Rail,Standard,9.93,1705,1216.57,8,9,Delivered,0
SHP100359,2025-07-15,DHL,Delhi,Lucknow,Central,Air,Express,3.0,436,964.28,3,3,Delivered,0
SHP100360,2025-07-15,Delhivery,Kolkata,Ahmedabad,Central,Rail,Standard,1.12,335,544.18,7,13,Delayed,1
SHP100361,2025-07-16,BlueDart,Kolkata,Thiruvananthapuram,Central,Road,Express,8.55,1087,880.43,6,8,Delayed,1
SHP100362,2025-07-16,BlueDart,Mumbai,Thiruvananthapuram,East,Air,High,1.74,2480,1680.71,4,5,Delivered,0
SHP100363,2025-07-17,BlueDart,Kolkata,Kochi,West,Air,Standard,10.55,1835,1760.72,4,5,Delayed,1
SHP100364,2025-07-18,Delhivery,Kolkata,Ahmedabad,East,Road,High,5.39,363,487.01,5,6,Delivered,0
SHP100365,2025-07-18,BlueDart,Kolkata,Thiruvananthapuram,Central,Rail,Standard,8.47,178,615.08,6,6,Delivered,0
SHP100366,2025-07-19,Delhivery,Mumbai,Thiruvananthapuram,South,Road,Standard,8.36,276,506.87,5,5,Delivered,0
SHP100367,2025-07-19,BlueDart,Kolkata,Ahmedabad,North,Rail,Express,11.06,957,918.44,8,8,Delivered,0
SHP100368,2025-07-20,UPS,Bengaluru,Lucknow,West,Road,High,10.12,1948,1383.33,6,7,Delivered,0
SHP100369,2025-07-20,BlueDart,Hyderabad,Jaipur,West,Road,Standard,2.98,1468,913.51,6,7,Delivered,0
SHP100370,2025-07-21,Delhivery,Mumbai,Ahmedabad,East,Air,Standard,5.63,2495,1939.34,4,4,Delivered,0
SHP100371,2025-07-21,FedEx,Delhi,Jaipur,West,Road,Express,8.46,649,692.74,5,6,Delivered,0
SHP100372,2025-07-22,BlueDart,Kolkata,Lucknow,Central,Road,Express,16.25,1145,1269.33,5,6,Delivered,0
SHP100373,2025-07-22,FedEx,Chennai,Lucknow,Central,Air,Standard,10.18,501,1049.71,3,3,Delivered,0
SHP100374,2025-07-23,UPS,Mumbai,Pune,East,Air,Express,15.37,1284,1547.45,4,4,Delivered,0
SHP100375,2025-07-24,DHL,Delhi,Kochi,Central,Road,Standard,8.76,624,811.93,5,6,Delivered,0
SHP100376,2025-07-24,UPS,Hyderabad,Lucknow,South,Road,Standard,13.46,150,674.23,5,5,Delivered,0
SHP100377,2025-07-25,BlueDart,Bengaluru,Lucknow,East,Sea,Standard,8.0,1303,967.72,11,11,Delivered,0
SHP100378,2025-07-25,FedEx,Delhi,Jaipur,South,Sea,Standard,13.11,847,882.22,10,10,Delivered,0
SHP100379,2025-07-26,FedEx,Kolkata,Lucknow,North,Road,High,5.19,2434,1367.87,7,7,Delivered,0
SHP100380,2025-07-26,Delhivery,Chennai,Ahmedabad,South,Road,Standard,17.42,1786,1394.6,5,6,Delivered,0
SHP100381,2025-07-27,FedEx,Kolkata,Pune,North,Road,High,9.43,734,788.16,4,5,Delivered,0
SHP100382,2025-07-27,Delhivery,Delhi,Pune,North,Rail,Standard,2.07,1876,1129.47,8,7,Delivered,0
SHP100383,2025-07-28,DHL,Mumbai,Ahmedabad,South,Air,Express,8.65,300,1036.77,2,2,Delivered,0
SHP100384,2025-07-28,BlueDart,Chennai,Thiruvananthapuram,East,Road,Express,10.2,261,663.77,5,6,Delivered,0
SHP100385,2025-07-29,Delhivery,Chennai,Lucknow,Central,Rail,Express,11.95,386,770.33,6,5,Delivered,0
SHP100386,2025-07-30,DHL,Delhi,Kochi,Central,Road,Express,21.24,1499,1418.37,6,7,Delayed,1
SHP100387,2025-07-30,FedEx,Hyderabad,Lucknow,North,Road,Standard,4.6,1093,846.26,5,5,Delivered,0
SHP100388,2025-07-31,FedEx,Hyderabad,Pune,North,Road,Express,21.33,2131,1735.62,6,6,Delivered,0
SHP100389,2025-07-31,DHL,Kolkata,Kochi,East,Air,Express,6.75,927,1217.16,3,3,Delivered,0
SHP100390,2025-08-01,FedEx,Delhi,Thiruvananthapuram,West,Road,Standard,3.79,883,818.98,4,5,Delivered,0
SHP100391,2025-08-01,DHL,Chennai,Jaipur,South,Road,Express,4.68,294,495.05,4,9,Delayed,1
SHP100392,2025-08-02,Delhivery,Delhi,Jaipur,North,Air,Standard,9.81,1523,1538.88,4,4,Delivered,0
SHP100393,2025-08-02,Delhivery,Chennai,Lucknow,Central,Air,Standard,3.36,180,817.64,2,3,Delivered,0
SHP100394,2025-08-03,DHL,Kolkata,Lucknow,East,Rail,Express,5.26,652,624.72,7,8,Delivered,0
SHP100395,2025-08-03,Delhivery,Mumbai,Kochi,South,Air,Standard,8.51,1412,1613.39,4,5,Delivered,0
SHP100396,2025-08-04,Delhivery,Mumbai,Kochi,East,Road,Express,17.34,737,1047.18,5,10,Delayed,1
SHP100397,2025-08-05,Delhivery,Delhi,Thiruvananthapuram,South,Air,Standard,11.73,1613,1837.38,4,4,Delivered,0
SHP100398,2025-08-05,UPS,Chennai,Lucknow,South,Sea,Standard,6.94,1736,960.43,11,10,Delivered,0
SHP100399,2025-08-06,BlueDart,Mumbai,Pune,North,Air,Standard,9.78,305,1068.8,3,3,Delivered,0
SHP100400,2025-08-06,FedEx,Chennai,Jaipur,East,Road,Standard,7.96,184,458.6,5,4,Delivered,0
SHP100401,2025-08-07,UPS,Kolkata,Thiruvananthapuram,East,Rail,Express,2.63,2077,1101.86,7,14,Delayed,1
SHP100402,2025-08-07,Delhivery,Delhi,Kochi,Central,Rail,Standard,19.24,851,1119.98,7,7,Delivered,0
SHP100403,2025-08-08,DHL,Chennai,Pune,Central,Air,Standard,17.51,508,1353.89,3,4,Delivered,0
SHP100404,2025-08-08,Delhivery,Delhi,Lucknow,North,Rail,Standard,6.39,513,721.05,7,8,Delivered,0
SHP100405,2025-08-09,BlueDart,Chennai,Ahmedabad,North,Road,Standard,4.8,1310,983.38,5,5,Delivered,0
SHP100406,2025-08-09,Delhivery,Hyderabad,Kochi,West,Road,Express,2.68,945,690.85,6,6,Delivered,0
SHP100407,2025-08-10,DHL,Hyderabad,Thiruvananthapuram,Central,Air,Standard,10.19,2495,1970.78,5,5,Delivered,0
SHP100408,2025-08-11,BlueDart,Chennai,Ahmedabad,South,Air,Express,10.23,330,1048.13,3,3,Delivered,0
SHP100409,2025-08-11,Delhivery,Kolkata,Pune,East,Road,High,3.59,935,739.51,5,5,Delivered,0
SHP100410,2025-08-12,BlueDart,Delhi,Jaipur,North,Road,Express,8.02,1273,992.31,6,5,Delivered,0
SHP100411,2025-08-12,FedEx,Bengaluru,Pune,East,Road,Express,11.49,640,806.34,4,6,Delayed,1
SHP100412,2025-08-13,FedEx,Chennai,Jaipur,East,Road,Standard,4.56,1549,1014.38,6,7,Delivered,0
SHP100413,2025-08-13,Delhivery,Chennai,Pune,West,Rail,Standard,5.84,2421,1446.07,9,10,Delivered,0
SHP100414,2025-08-14,BlueDart,Hyderabad,Kochi,Central,Air,High,5.8,998,1223.98,3,4,Delivered,0
SHP100415,2025-08-14,DHL,Mumbai,Kochi,North,Road,Express,3.77,1253,771.79,6,7,Delivered,0
SHP100416,2025-08-15,Delhivery,Hyderabad,Thiruvananthapuram,East,Air,Express,5.92,512,942.0,3,2,Delivered,0
SHP100417,2025-08-15,FedEx,Delhi,Ahmedabad,North,Rail,Express,1.77,2186,1172.3,9,8,Delivered,0
SHP100418,2025-08-16,FedEx,Hyderabad,Pune,South,Road,Standard,5.58,1048,950.43,5,5,Delivered,0
SHP100419,2025-08-17,Delhivery,Bengaluru,Pune,West,Sea,Standard,5.65,915,587.35,10,10,Delivered,0
SHP100420,2025-08-17,BlueDart,Kolkata,Ahmedabad,South,Air,Express,6.44,2326,1889.96,4,4,Delivered,0
SHP100421,2025-08-18,FedEx,Bengaluru,Lucknow,North,Air,Express,9.3,2342,1863.95,4,4,Delivered,0
SHP100422,2025-08-18,BlueDart,Kolkata,Thiruvananthapuram,North,Air,Standard,2.5,977,1087.16,3,4,Delivered,0
SHP100423,2025-08-19,FedEx,Bengaluru,Pune,Central,Air,High,2.91,551,1018.58,3,4,Delivered,0
SHP100424,2025-08-19,FedEx,Hyderabad,Thiruvananthapuram,East,Air,Standard,3.7,326,867.45,4,5,Delivered,0
SHP100425,2025-08-20,UPS,Bengaluru,Pune,East,Sea,Standard,2.29,1070,640.06,11,11,Delivered,0
SHP100426,2025-08-20,FedEx,Hyderabad,Pune,South,Air,Express,10.01,1006,1388.88,4,4,Delivered,0
SHP100427,2025-08-21,DHL,Hyderabad,Lucknow,West,Air,Express,4.41,1271,1257.76,4,6,Delivered,0
SHP100428,2025-08-21,Delhivery,Delhi,Kochi,East,Rail,Standard,6.58,1154,937.9,7,8,Delivered,0
SHP100429,2025-08-22,Delhivery,Hyderabad,Thiruvananthapuram,Central,Road,Standard,3.46,1914,1090.29,6,6,Delivered,0
SHP100430,2025-08-23,BlueDart,Mumbai,Ahmedabad,South,Rail,Standard,5.16,768,570.48,7,6,Delivered,0
SHP100431,2025-08-23,FedEx,Bengaluru,Thiruvananthapuram,South,Air,Express,8.28,1564,1489.37,4,5,Delivered,0
SHP100432,2025-08-24,DHL,Chennai,Lucknow,Central,Road,Standard,8.55,1039,671.81,6,5,Delivered,0
SHP100433,2025-08-24,BlueDart,Chennai,Jaipur,West,Air,Express,3.01,557,963.9,3,4,Delivered,0
SHP100434,2025-08-25,UPS,Chennai,Jaipur,Central,Air,High,6.36,786,1254.92,3,3,Delivered,0
SHP100435,2025-08-25,BlueDart,Mumbai,Lucknow,West,Sea,Express,3.5,1217,649.84,11,12,Delivered,0
SHP100436,2025-08-26,BlueDart,Hyderabad,Lucknow,Central,Air,Standard,6.19,833,1218.93,2,3,Delivered,0
SHP100437,2025-08-26,FedEx,Bengaluru,Kochi,Central,Road,Express,4.14,1739,1073.0,7,7,Delivered,0
SHP100438,2025-08-27,UPS,Kolkata,Thiruvananthapuram,North,Road,Standard,20.0,667,1047.51,6,7,Delivered,0
SHP100439,2025-08-27,BlueDart,Kolkata,Thiruvananthapuram,South,Road,Standard,11.45,1414,1247.84,6,9,Delayed,1
SHP100440,2025-08-28,DHL,Delhi,Jaipur,Central,Rail,Standard,8.8,1572,1102.75,7,8,Delivered,0
SHP100441,2025-08-29,DHL,Mumbai,Ahmedabad,Central,Air,Standard,5.49,1927,1755.74,5,6,Delivered,0
SHP100442,2025-08-29,Delhivery,Bengaluru,Thiruvananthapuram,East,Road,High,11.67,286,559.06,5,5,Delivered,0
SHP100443,2025-08-30,UPS,Hyderabad,Pune,South,Sea,Standard,6.49,2278,1245.6,12,13,Delivered,0
SHP100444,2025-08-30,UPS,Chennai,Pune,East,Road,Standard,18.74,244,871.64,5,6,Delivered,0
SHP100445,2025-08-31,Delhivery,Mumbai,Kochi,South,Sea,High,12.42,2078,1367.36,11,11,Delivered,0
SHP100446,2025-08-31,BlueDart,Mumbai,Kochi,East,Air,Standard,5.13,2164,1753.18,5,5,Delivered,0
SHP100447,2025-09-01,UPS,Bengaluru,Jaipur,Central,Road,Express,17.42,412,1148.35,5,6,Delivered,0
SHP100448,2025-09-01,DHL,Hyderabad,Ahmedabad,Central,Air,Standard,5.51,482,1040.61,2,2,Delivered,0
